smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave
*c1ccc(C2=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c4ccc(-c5ccc(*)s5)s4)=C3C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,-0.38,-1.73,2.64,4.8
*c1ccc2c(c1)sc1cc(-c3ccc(C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c6ccc(*)s6)=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)s3)ccc12,0.12,-0.47,3.32,5.3
*c1ccc(C2=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c4ccc(-c5ccc(-c6ccc(*)s6)s5)s4)=C3C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,-1.11,-1.39,3.95,7.1
*C1=C2C(=O)N(CC(CCCCCC)CCCCCCCC)C(c3ccc(-c4ccc(-c5sc(-c6ccc(-c7ccc(*)s7)s6)c6c5C(=O)N(C(CCCCCCCC)CCCCCCCC)C6=O)s4)s3)=C2C(=O)N1CC(CCCCCC)CCCCCCCC,2.03,-1.44,0.34,5.1
*c1cc2c(s1)-c1sc(-c3sc(-c4sc(-c5cc(CCCCCCCCCCCC)c(*)s5)c5c4C(=O)C(F)(F)C5=O)cc3CCCCCCCCCCCC)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,-0.15,-1.34,-0.49,0.77
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)C(CCCCCC)(CCCCCC)C4=O)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,0.3,-0.17,-0.55,1.44
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)C(=C(CCCCCC)CCCCCC)C4=O)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,-0.29,-0.71,-0.57,1.36
*c1ccc(-c2cc3c(s2)-c2sc(-c4ccc(-c5sc(*)c6c5C(=O)C(CCCCCC)(CCCCCC)C6=O)s4)cc2[Si]3(CC(CC)CCCC)CC(CC)CCCC)s1,-0.79,0.07,-0.48,5.17
*c1ccc(-c2cc3c(s2)-c2sc(-c4ccc(-c5sc(*)c6c5C(=O)C(=C(CCCCCC)CCCCCC)C6=O)s4)cc2[Si]3(CC(CC)CCCC)CC(CC)CCCC)s1,-1.42,-0.76,-0.5,3.79
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)c3c(CCCCCC)sc(CCCCCC)c3C4=O)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,-0.56,0.02,-0.45,2.7
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)c4cc(CCCCCC)c(CCCCCC)cc4C5=O)cc3c(OCC(CC)CCCC)c2s1,-0.47,0.7,-0.33,0.45
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)c4c(CCCCCC)sc(CCCCCC)c4C5=O)cc3c(OCC(CC)CCCC)c2s1,-0.06,0.99,-0.17,0.73
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)c3cc(CCCC)c(CCCC)cc3C4=O)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,-0.02,-0.42,-0.05,4.28
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)c3cc(CC(CC)CCCC)c(CC(CC)CCCC)cc3C4=O)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,-0.29,-0.47,0.01,5.15
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)c3cc(CCCCCCCC)c(CCCCCCCC)cc3C4=O)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,-0.29,-0.37,0.02,2.35
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)c3cc(CCCCCC)c(CCCCCC)cc3C4=O)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,-0.38,-0.47,-0.12,7.85
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc5c(=O)n(CC(CCCC)CCCCCC)c(=O)c6cc(*)sc6c5s4)cc3c(OCC(CC)CCCC)c2s1,0.35,1.04,-0.13,4.39
*c1cc2c(OCCCCCCCCCCCC)c3sc(-c4cc5c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c6cc(*)sc6c5s4)cc3c(OCCCCCCCCCCCC)c2s1,0.26,1.04,0.07,5.5
*c1cc2c(s1)/C(=C1\C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(-c5nc6sc(-c7sc(*)cc7CCCCCCCCCCCC)nc6s5)s4)ccc31)C(=O)N2CC(CCCCCC)CCCCCCCC,0.08,-1.49,-0.42,0.6
*c1cc(CCCCCCCCCCCC)c(-c2nc3sc(-c4sc(-c5sc(-c6ccc7c(c6)N(CC(CCCCCC)CCCCCCCC)C(=O)/C7=C6/C(=O)N(CC(CCCCCC)CCCCCCCC)c7cc(-c8cc(CCCCCCCCCCCC)c(*)s8)sc76)cc5CCCCCCCCCCCC)cc4CCCCCCCCCCCC)nc3s2)s1,0.44,-1.3,0.27,3.4
*c1cc2c(s1)/C(=C1\C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(-c5nc6cc7sc(-c8sc(*)cc8CCCCCCCCCCCC)nc7cc6s5)s4)ccc31)C(=O)N2CC(CCCCCC)CCCCCCCC,0.76,-0.95,0.37,3.29
*c1cc(CCCCCCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7ccc8c(c7)N(CC(CCCCCC)CCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCC)CCCCCCCC)c8cc(-c9cc(CCCCCCCCCCCC)c(*)s9)sc87)cc6CCCCCCCCCCCC)cc5CCCCCCCCCCCC)nc4cc3s2)s1,0.35,-1.1,1.01,4.18
*c1cc2c(s1)/C(=C1\C(=O)N(CC(CC)CCCC)c3cc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)sc31)C(=O)N2CC(CC)CCCC,-1.97,-3,-0.01,0.51
*c1cc2c(s1)/C(=C1\C(=O)N(CC(CC)CCCC)c3cc(-c4cc5c(s4)-c4sc(*)cc4C5(CC(CC)CCCC)CC(CC)CCCC)sc31)C(=O)N2CC(CC)CCCC,-2.42,-3.49,-0.54,0.27
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3cc4c(s3)/C(=C3\C(=O)N(CC(CC)CCCC)c5cc(*)sc53)C(=O)N4CC(CC)CCCC)ccc1-2,0.3,-0.56,-0.47,1.3
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCC)s4)s3)ccc21,1.12,-0.71,0.84,5.1
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCCCC)s4)s3)ccc21,1.12,-0.71,0.4,5.2
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCCCCCC)s4)s3)ccc21,1.21,-0.81,0.26,4.1
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCCCCCCCC)s4)s3)ccc21,0.98,-0.66,0.25,4
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCCCCCCCC)s4)s3)ccc21,0.98,-0.66,0.09,4
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CC(CC)CCCC)c(-c4ccc(-c5sc(*)cc5CC(CC)CCCC)s4)s3)ccc21,2.16,-0.56,0.26,0.3
*c1ccc(-c2cc3c4c5c(c6sc(*)cc6c6c5c(c3s2)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)s1,2.12,-1.54,-0.46,1.2
*c1cc2sc(-c3cc4c5c6c(c7sc(*)cc7c7c6c(c4s3)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)cc2s1,1.66,-2.03,-0.29,2
*c1cc2c3c4c(c5sc(-c6cc7sc8cc(*)sc8c7s6)cc5c5c4c(c2s1)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,1.21,-2.03,-0.15,3.2
*c1ccc(-c2ccc(-c3cc4c5c6c(c7sc(*)cc7c7c6c(c4s3)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)s2)s1,1.21,-2.03,0,2.6
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.15,-0.66,0.3,7.35
*c1cc2c(-c3ccc(OCC(CC)CCCC)s3)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(OCC(CC)CCCC)s3)c2s1,-0.7,-0.91,0.21,7.01
*c1cc2c(-c3ccc(SCC(CC)CCCC)s3)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(SCC(CC)CCCC)s3)c2s1,0.35,-0.71,0.59,8.35
*c1cc2c(-c3ccc(SCCCCCCCC)s3)c3sc(-c4sc(*)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(SCCCCCCCC)s3)c2s1,-0.02,-1,-0.18,9.19
*c1ccc(-c2sc(-c3ccc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5ccc(*)s5)s4)c4nsnc34)cc2CC(CCCCCCCC)CCCCCCCCCC)s1,-1.2,-0.32,0.17,2.6
*c1cc2c(CCCCCCCCCCCC)cc3c(cc(CCCCCCCCCCCC)c4cc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCC)CCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCC)CCCCCCCC)sc43)c2s1,-0.51,-0.17,-0.01,8
*c1cc2c(CCCCCCCCCCCC)cc3c(cc(CCCCCCCCCCCC)c4cc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)sc43)c2s1,-0.51,-0.13,0.35,4
*c1cc2ccc3c(ccc4cc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)sc43)c2s1,-0.38,-0.37,1.58,5.2
*c1cc2ccc3c(ccc4cc(-c5sc(-c6ccc(-c7cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s7)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)sc43)c2s1,-0.83,-0.08,-0.25,3.8
*c1cc2ccc3c(ccc4cc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)sc43)c2s1,-0.38,-0.56,1.58,4.9
*c1cc(F)c(-c2sc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s6)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)cc2F)s1,0.21,-0.56,10.26,10.1
*c1sc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5sc(-c6sc(*)c(F)c6F)c(F)c5F)s4)c4nsnc43)c3nsnc23)cc1CC(CCCCCCCCCC)CCCCCCCCCCCC,0.71,-0.47,-0.4,5.9
*c1cc2c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc(-c4sc(-c5ccc(-c6cc(CCCCCC)c(*)s6)c6nsnc56)cc4CCCCCC)cc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c2s1,-0.33,0.07,0.29,2.11
*c1cc2c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc(-c4sc(-c5cc6c(cc(-c7cc(CCCCCC)c(*)s7)c7nsnc76)c6nsnc56)cc4CCCCCC)cc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c2s1,-0.65,-0.66,-0.22,6
*c1cc(CC(CC)CCCC)c(-c2nc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCC)CCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCC)CCCCCC)cc4CC(CC)CCCC)nc3s2)s1,0.35,-0.66,-0.18,8.7
*c1cc(CC(CC)CCCC)c(-c2nc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCC)CCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCC)CCCCCCCC)cc4CC(CC)CCCC)nc3s2)s1,0.3,-0.66,0.01,8.5
*c1cc(CC(CCCC)CCCCCC)c(-c2nc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCC)CCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCC)CCCCCC)cc4CC(CCCC)CCCCCC)nc3s2)s1,0.3,-0.71,0.17,8.5
*c1cc(CC(CCCC)CCCCCC)c(-c2nc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCC)CCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCC)CCCCCCCC)cc4CC(CCCC)CCCCCC)nc3s2)s1,0.35,-0.71,-0.22,4.8
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5cc6c(cc(-c7ccc(-c8sc(*)cc8CCCCCCCCCCCC)s7)c7nsnc76)c6nsnc56)s4)s3)ccc1-2,0.62,-0.17,-0.15,6.51
*c1ccc2c(c1)/C(=C(\CCCCCCCCCCCC)CC(CCCCCC)CCCCCCCC)c1cc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5cc6c(cc(-c7ccc(-c8sc(*)cc8CCCCCCCCCCCC)s7)c7nsnc76)c6nsnc56)s4)s3)ccc1-2,0.3,-0.81,-0.22,3.64
*c1ccc2c3ccc(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6cc7c(cc(-c8ccc(-c9sc(*)cc9CCCCCCCCCCCC)s8)c8nsnc87)c7nsnc67)s5)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,0.08,-0.42,-0.04,4.85
*c1cc(CCCCCCCCCCCC)c(-c2ccc(-c3cc4c(cc(-c5ccc(-c6sc(-c7cc8c(-c9cc(CCCCCCCCCC)c(CCCCCCCCCC)s9)c9sc(*)cc9c(-c9cc(CCCCCCCCCC)c(CCCCCCCCCC)s9)c8s7)cc6CCCCCCCCCCCC)s5)c5nsnc54)c4nsnc34)s2)s1,-0.65,-1,-0.15,5
*c1cc2c(-c3cccc(OCC(CC)CCCC)c3)c3sc(-c4sc(-c5cc6c(cc(-c7cc(CC(CC)CCCC)c(*)s7)c7nsnc76)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3cccc(OCC(CC)CCCC)c3)c2s1,0.26,-0.37,-0.41,2.78
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCCCC)cc1)c1ccc(CCCCCCCC)cc1)-c1sc(-c2sc(-c4cc5c(cc(-c6cc(C[C@H](CC)CCCC)c(*)s6)c6nsnc65)c5nsnc45)cc2C[C@@H](CC)CCCC)cc1C3(c1ccc(CCCCCCCC)cc1)c1ccc(CCCCCCCC)cc1,0.67,-0.13,-0.34,1.34
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCCCC)cc1)c1ccc(CCCCCCCC)cc1)-c1sc(-c2sc(-c4cc5c(cc(-c6cc(CCCCCC)c(*)s6)c6nsnc65)c5nsnc45)cc2CCCCCC)cc1C3(c1ccc(CCCCCCCC)cc1)c1ccc(CCCCCCCC)cc1,0.67,-0.32,-0.39,2.52
*c1cc(CCCCCCCCCCCC)c(-c2ccc(-c3cc4c(cc(-c5ccc(-c6sc(-c7cc8c(s7)-c7cc9c(cc7C8(c7ccc(CCCCCCCC)cc7)c7ccc(CCCCCCCC)cc7)-c7sc(*)cc7C9(c7ccc(CCCCCCCC)cc7)c7ccc(CCCCCCCC)cc7)cc6CCCCCCCCCCCC)s5)c5nsnc54)c4nsnc34)s2)s1,0.85,-0.37,-0.33,4.88
*c1cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c2cc3sc(-c4sc(-c5cc6c(cc(*)c7nsnc76)c6nsnc56)cc4CC(CCCCCCCC)CCCCCCCCCC)cc3s2)s1,-0.2,-1.54,0.21,10.18
*c1cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c2cc3sc(-c4sc(-c5cc6c(cc(*)c7nsnc76)c6nsnc56)cc4CC(CCCCCCCCCC)CCCCCCCCCCCC)cc3s2)s1,-0.2,-1.54,0.54,2.93
*c1cc2cc(CCCCCCCCCCCC)c3c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCC)CCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5C[C@H](CCCCCC)CCCCCCCC)cc4cc(CCCCCCCCCCCC)c3c2s1,0.3,-0.66,-0.03,8.01
*c1cc2c(cc(CCCCCCCCCCCC)c3c4cc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCC)CCCCCCCC)c(*)s8)c8nsnc87)c7nsnc67)cc5C[C@H](CCCCCC)CCCCCCCC)sc4cc(CCCCCCCCCCCC)c23)s1,0.57,-0.32,-0.21,3.6
*c1ccc(N(c2ccc(CCCCCCCC)cc2)c2ccc(-c3cc4c(cc(*)c5nsnc54)c4nsnc34)cc2)cc1,0.98,0.41,-0.53,2.15
*c1ccc(N(c2ccc(CCCCCCCC)cc2)c2ccc(-c3cc4c5ccccc5c(*)cc4c4ccccc34)cc2)cc1,0.3,1.53,-0.59,1.52
*c1cc2c3sc(C(CCCCCCCC)CCCCCCCC)cc3c3cc(-c4sc(-c5cnc(-c6cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s6)c6nsnc56)cc4CC(CCCCCCCC)CCCCCCCCCC)sc3c2s1,1.21,0.17,-0.53,0.35
*c1cc2c3sc(C(CCCCCCCC)CCCCCCCC)cc3c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s6)c6nsnc56)cc4CC(CCCCCCCC)CCCCCCCCCC)sc3c2s1,0.85,0.31,-0.47,1.01
*c1cc(CCCCCCCCCCCC)c(-c2cc3c4sc(C(CCCCCCCC)CCCCCCCC)cc4c4cc(-c5sc(-c6sc(-c7cc8c(cc(-c9cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s9)c9nsnc98)c8nsnc78)cc6CC(CCCCCCCCCC)CCCCCCCCCCCC)cc5CCCCCCCCCCCC)sc4c3s2)s1,0.35,-0.17,-0.2,2.73
*c1ccc(-c2sc(-c3cc(C(=O)OCC(CCCC)CCCCCC)c(-c4ccc(*)s4)s3)cc2C(=O)OCC(CCCC)CCCCCC)s1,-1.97,0.9,-0.36,7
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8sc(*)c9c(F)c(C(=O)OCC(CC)CCCC)sc89)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5sc(C(=O)OCC(CC)CCCC)c(F)c45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.61,-0.52,-0.01,6.96
*c1cc2c(-c3ccc(SCC(CC)CCCC)s3)c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8sc(*)c9c(F)c(C(=O)OCC(CC)CCCC)sc89)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5sc(C(=O)OCC(CC)CCCC)c(F)c45)cc3c(-c3ccc(SCC(CC)CCCC)s3)c2s1,-0.51,-0.66,0.09,10.19
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCCCC)s4)s3)ccc21,2.21,-1.05,0.87,6.3
*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,-0.11,2.41,-0.41,1.56
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc5c(SCC(CC)CCCC)c6sc(*)cc6c(SCC(CC)CCCC)c5s4)cc3c(OCC(CC)CCCC)c2s1,0.12,1.53,-0.45,1.73
*c1cc2c(SCC(CC)CCCC)c3sc(*)cc3c(SCC(CC)CCCC)c2s1,0.35,1.73,-0.21,4
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.48,2.02,-0.29,6.12
*c1ccc(-c2ccc(-c3sc(*)cc3CC(CCCCCC)CCCCCCCC)s2)s1,-0.15,0.9,-0.51,3.4
*c1ccc(-c2sc(*)cc2C(=O)OCC(CC)CCCC)s1,-0.83,0.99,-0.6,1.69
*c1ccc(-c2ccc(-c3sc(*)cc3C(=O)OCC(CC)CCCC)s2)s1,-1.01,0.85,-0.61,2.14
*c1ccc(-c2ccc(-c3sc(*)cc3C(=O)OCC(CCCCCC)CCCCCCCC)s2)s1,-1.06,0.95,0.17,3.25
*c1cc(SCCCCCC)c(*)s1,-1.97,0.51,-0.44,0.34
*c1cc(CCCCCC)c(-c2ccc(-c3sc(*)cc3CCCCCC)s2)s1,-1.42,0.56,-0.06,0.5
*c1cc(CCCCCC)c(-c2ccc(-c3sc(*)cc3CCCCCC)s2)s1,-0.38,0.9,-0.34,0.6
*c1ccc(/C=C/c2ccc(-c3ccc4c(OCCCCCCCCCC)c(*)ccc4c3OCCCCCCCCCC)s2)s1,-0.97,2.46,-0.57,3.2
*c1ccc(/C(C#N)=C/c2ccc(-c3ccc4c(OCCCCCCCCCC)c(*)ccc4c3OCCCCCCCCCC)s2)s1,0.12,1.48,-0.18,3.4
*c1cc(-c2ccc(CCCCCCCC)cc2)c(*)s1,0.03,0.22,-0.52,1.71
*c1ccc(-c2ccc(-c3sc(*)cc3-c3ccc(CCCCCCCC)cc3)s2)s1,0.44,1.04,-0.51,1.73
*c1ccc(-c2ccc(-c3ccc(-c4sc(*)cc4-c4ccc(CCCCCCCC)cc4)s3)s2)s1,0.71,1.24,-0.58,3.44
*c1ccc(-c2cc3c(OCC(CC)CCCC)c4sc(*)cc4c(OCC(CC)CCCC)c3s2)s1,-0.51,1.43,-0.52,2.85
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc(/C=C/c5cccs5)c(*)s4)cc3c(OCC(CC)CCCC)c2s1,-0.51,1.19,0.43,3.44
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc(/C=C(\C#N)c5cccs5)c(*)s4)cc3c(OCC(CC)CCCC)c2s1,0.17,0.9,-0.48,4.49
*c1cc2c(OCC(CC)CCCC)c3sc(-c4cc(C(=O)OC)c(*)s4)cc3c(OCC(CC)CCCC)c2s1,0.44,1.73,0.01,4.52
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(-c5cc(CCCCCCCCCCCC)c(*)s5)cc4CCCCCCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,0.17,1.87,-0.44,2.01
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(-c5sc(*)c(CCCCCCCCCCCC)c5C#N)c(C#N)c4CCCCCCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,1.12,1.19,-0.36,0.52
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(-c5sc(*)c(OCCCCCCCCCCCC)c5C#N)c(C#N)c4OCCCCCCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,0.76,0.12,-0.17,4.9
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c(F)c4F)cc3c(OCC(CC)CCCC)c2s1,-1.29,1.87,-0.46,6.8
*c1ccc(-c2cc3c(OCC(CC)CCCC)c4sc(*)cc4c(OCC(CC)CCCC)c3s2)s1,-0.06,1.87,-0.41,2.8
*c1sc(-c2cc(CCCCCCCCCCCC)c(-c3sc(*)c4c3C(=O)N(CC(CC)CCCC)C4=O)s2)cc1CCCCCCCCCCCC,1.03,0.51,-0.55,4.7
*c1ccc(-c2sc3c(CCCCCCCC)c(-c4ccc(-c5sc(*)c6c5C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)s4)sc3c2CCCCCCCC)s1,0.94,0.6,-0.57,5.1
*c1sc(-c2cc(CCCCCCCCCCCC)c(-c3sc(*)c4c3C(=O)N(C(CCCCCCCC)CCCCCCCC)C4=O)s2)cc1CCCCCCCCCCCC,1.48,0.41,0.09,1.9
*c1sc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(*)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)cc1CCCCCCCCCCCC,1.48,0.41,0.04,5.53
*c1sc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(*)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)cc1CCCCCCCCCCCC,1.48,0.46,0.14,4.84
*c1sc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)s3)s2)cc1CCCCCCCCCCCC,1.03,0.75,-0.27,2.92
*c1sc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(*)c5c4C(=O)N(COCCOC)C5=O)s3)s2)cc1CCCCCCCCCCCC,-0.11,0.41,-0.5,1.99
*c1sc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4[se]c(*)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)cc1CCCCCCCCCCCC,1.07,0.36,-0.06,5.01
*c1oc(-c2sc(-c3ccc(-c4cc(CCCCCCCCCCCC)c(*)s4)s3)cc2CCCCCCCCCCCC)c2c1C(=O)N(C(CCCCCCCC)CCCCCCCC)C2=O,1.44,1.04,-0.25,0.43
